ID,Position,Scouting Report Sentence(s),Race
130,CB,Negativ Weak Passive Feel Need SVAcadem Doctrin EnlOth EnlTotPositiv Pstv Strong Virtue ExprsvKnowNegativ Ngtv Strong Active NatrPro PowOth PowTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotPositiv Pstv Strong Virtue OvrstPositiv Pstv Virtue Legal PowAuth PowTotPositiv Strong Virtue Know IndAdjEcon@ Means SklOth SklTOTTime@Abs@ ABS Time@Strong ECON CompletActive SpaceNegativ Ngtv Hostile Active SocRel IAVStrong Active Rel IAVNegativ Ngtv Role HUAffil Active SocRelActive Rise DAV TranLwStrong Ovrst Quan SureLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwArousal EndsLwStrong ComForm EnlOth EnlTot FormLwSubmit Passive Role HUAffil Active SocRel IAV AffGain AffTotEcon@ ECON ComForm COM FormLwPositiv Nonadlt IndAdjSpacePositiv VirtueHostile Strong Power Active Milit SocRel IAV PowCon PowTotRel TrnLossPLACE Sky TimeSpcStrong Active Increas TimeSpcGoal PowOth PowTotActive Work DAVNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Virtue TrnGainStrong Means EndsLwMeans SklOth SklTOTPositiv Pleasur EMOT UndrstABS DIST Space TimeSpcStrong Power Active ComForm IAV PowEnds PowTotAffil Active SocRelNegativ Eval@ Quality IndAdjNegativ OvrstDecreas DAVAffil Active SocRelStrong Means EndsLwPositiv Pstv Strong Space POSCausalNegativ Ngtv Weak Passive Persist IAV TranLwSpace POS TimeSpcVary Abs@ ABSSolve IAVPower Active TravelAffil Active SocRel IAV AffGain AffTotComplet IAVNegativ Ngtv Weak Active Fail DAVNegativ Vice ThinkPassive Goal EnlOth EnlTotECON Exprsv RitualActive Travel IAVPositiv Feel Arousal DoctrinIAV RcEthic RcTotEcon@ ECON Means SklOth SklTOTPLACE Route TimeSpcPositiv Pstv Strong Power VirtueWeak Undrst FREQ TimeSpcPower ComForm EnlGain EnlTot,NW
131,WR,Positiv Strong IndAdjNegativ Hostile SocRel HU PowDoct PowTotPositiv Nonadlt IndAdjActive Solve IAVHostile SocRelAcadem Doctrin EnlOth EnlTotEcon@ ECON ComForm COM FormLwPositiv Pstv Strong Quality MeansLwPositiv Pstv Virtue Econ@ ECON WltOth WltTotPositiv Pstv Submit Passive PerceivPLACE Route TimeSpcActive Exprsv Role HU SklPt SklTOTOvrst ComForm IAVVirtue SklOth SklTOTActive Solve IAV EnlGain EnlTotWeak Submit Passive Rel DAVNegativ Ngtv Ovrst Know Abs@ ABS EnlOth EnlTotPLACE Route TimeSpcPositiv StrongStrong Active Exert IAV TranLwComForm COM FormLwGoal PowOth PowTotSpacePositiv VirtueQualityStrong Active Complet IAV TrnGainStrong ComForm EnlOth EnlTot FormLwSpaceQualityQualityHostile Role HU PowPt PowTotSpaceActive SpaceActive Econ@ Role HU EnlPt EnlTotHostile Role HU PowPt PowTotStrong SpaceActive Rise DAV TranLwPassive Rise DAVPositiv Pstv Passive VirtueSolve IAVPositiv Pstv Passive VirtuePositiv Eval@ Quality IndAdjNatrProPerceiv IAV EnlOth EnlTotStrong Active Complet IAV TrnGainStrong EVAL QualityPositiv Pstv Active ComForm DAV EnlGain EnlTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotActive Exprsv Role HU SklPt SklTOTStrong Active Complet IAV TrnGainNegate SVEcon@ ECON ComForm COM FormLwECON Polit@ POLIT COLL HU EnlOth EnlTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotPositiv Feel Arousal DoctrinStrong Means EndsLwEcon@ ECON ComForm COM FormLwPositiv Pstv Strong Space POSStrong Active Begin EndsLwStrong QualityNegativ Ngtv Weak Passive Vice EndsLwOvrst Time@ TIME TimeSpcWork IAVNegativ OvrstPLACE Route TimeSpcActive Exert Abs@ ABS EndsLwPassive Causal EndsLwGoal PowOth PowTotSolve IAVStrong Active Increas TimeSpcPassive Causal IAVWeak Undrst FREQ TimeSpcStrong Power Active SocRel IAVStrong Active Complet IAV TrnGainActive Solve IAV EnlGain EnlTotPositiv Feel Arousal DoctrinNegativ Ngtv Weak Passive Vice SklOth SklTOTFinishNegativ Ngtv Hostile Active Exert DAV TranLw,NW
132,DT,Strong QualityStrong BodyPt PowOth PowTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotIAV RcEthic RcTotQualityActive Exert DAVPositiv Pstv Active ComForm DAV EnlGain EnlTotPositiv Nonadlt IndAdjStrong Power Virtue PowOth PowTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotHostile SocRelNegate SVActive Causal TrnGainStrong Active Rel IAV TrnGainStrong Power Active SocRel IAVNegativ Ngtv Quality NegAffObject ToolPassive SocRel IAVPassive Quan TimeSpcActive Travel EndsLwCOLL HUAffil Strong Work PowCoop PowTotPower ComForm EnlGain EnlTotPositiv Pstv Strong Virtue EVAL SklOth SklTOTActive Exert Abs@ ABS EndsLwABS DIST Space TimeSpcPassive Fall DAVNegativ Stay IndAdjPositiv Affil Strong IndAdjMeans EndsLwActive Exprsv Role HU SklPt SklTOTWeak Undrst FREQ TimeSpcNegativ Power Increas IndAdjStrong Quan DIMRole MALE Nonadlt HU WlbPhys WlbTotWeak Passive Vice Negate SklOth SklTOTSolve IAVStrong QuanAffil COLL HU PowCoop PowTotActive WorkHostile Strong Power Active Milit SocRel IAV PowCon PowTotVirtue Ovrst EVALVary Abs@ ABSNegativ Hostile Active Exert IAVStrong Power Econ@ Role HU WltPt WltTotQualityBodyPtPositiv Pstv Submit Passive SocRel IAV PowCoop PowTotStrong Solve IAVSpaceComForm COM PowOth PowTot FormLwNegativ Ngtv Pain NegAffStrong Active Complet IAV TranLwSolve IAVPositiv Strong Virtue Know IndAdjNegativ Hostile Active Ovrst Econ@ ComForm IAVNegativ Ngtv Weak Passive Vice EndsLwPositiv Strong Virtue EVAL Abs@ ABS MeansLwPositiv Role HU KnowPositiv Pstv Strong Active Virtue SklOth SklTOTNegativ Ngtv Weak Passive Vice EndsLwActive Work DAV TranLwNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTot,NW
133,QB,Object ToolAffil COLL HU PowCoop PowTotStrong Power Role HU PowAuPt PowTotStrong Power Doctrin POLIT Abs@ ABS PowEnds PowTotPositiv Pstv Virtue Ovrst EVAL EndsLwPositiv Pstv Virtue RspOth RspTotABS DIST Space TimeSpcKnowSpacePositiv Nonadlt IndAdjStrong Active Exert Abs@ ABS TranLwStrong Active Rise IAVObject ToolPassive Arousal EMOTStrong Power Active WorkActive TravelActive Econ@ Role HU EnlPt EnlTotActive Work IAVNegativ Ngtv Vice NegAffHostile Strong EVAL QualityStrong Active Fetch IAV TrnGainAffil Active SocRel IAV AffGain AffTotComForm IAV RspOth RspTotPositiv Pstv Affil SocRel IAV AffGain AffTotAffil Active SocRel IAV AffGain AffTotECON Exprsv RitualActive Passive ArousalPLACE RoutePositiv Nonadlt IndAdjNegativ Ngtv Role HUObject ToolActive Exprsv Role HU SklPt SklTOTStrong Ovrst Time@ Intrj SureLwSpace TimeSpcPLACE RegionNegativ Ngtv Passive Need EndsLwPositiv Pstv Virtue EndsLwStrong Active Exert IAV TranLwWeak Passive Vice Undrst Negate IfObject ToolAffil Active SocRel IAV AffGain AffTotNegativ Ngtv Weak Passive Vice EndsLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Power Virtue PowOth PowTotPositiv Role HU KnowAffil Active SocRel IAV AffGain AffTotNegativ Ngtv Hostile Active SocRel PowCon PowTotPositiv Pstv Virtue WlbPhys WlbTotPositiv Pstv FinishOvrst QuanNegativ Ngtv Role HUNatrProSpaceNegativ OvrstStrong Active Exert IAV TranLwAffil Active SocRel IAV AffGain AffTotGoal PowOth PowTotSpacePositiv Active Ovrst IAV,W
134,EDGE,Active Solve IAVStrong Power Virtue PowOth PowTotSpace TimeSpcNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotMeans WltOth WltTotEcon@ ECON Rel PowOth PowTotNegativ Ngtv Weak Vice Ovrst EVAL RspLoss RspTotABS DIST Space TimeSpcStrong Space DIMPassive Arousal EndsLwMeans IfTravel IAVNegativ Ngtv Strong Active NatrPro PowOth PowTotSolve IAVPositiv Nonadlt IndAdjStrong Power Virtue PowOth PowTotPositiv Pstv Strong QualityNegativ Ngtv Hostile Strong Active Vice PowCon PowTotSpaceStrong Active Exert IAVNegativ Active Fail IAVPassive SocRel IAVStrong Space DIM TimeSpcQualityBodyPtPositiv Pstv Strong Power Virtue POLIT Relig RcRelig RcTotWeak Submit Passive Rel DAVPositiv Strong VirtueOvrst Know SureLwStrong Power Virtue PowOth PowTotNegativ Ngtv Weak Submit Passive Vice PowCon PowTotQualityMeans WltOth WltTotSpace TimeSpcStrong Active Fall IAVActive Causal TrnGainNatrPro WlbPhys WlbTotStrong Active Begin EndsLwHostile Role HU PowPt PowTotPositiv Pstv Strong Active Exprsv Begin IAV EndsLwPositiv Pstv Virtue Abs@ ABS EndsLwComForm DAV EnlGain EnlTotPositiv Strong Virtue EVAL Abs@ ABS MeansLwWeak Submit Passive Rel DAVObject ToolActive Try IAV TranLwPositiv Pstv Strong Ovrst QuanNegativ Ngtv Hostile Power Passive Vice PowOth PowTotWeak Passive Undrst KnowWeak Space DIMQuanComForm DAV TranLwActive Solve IAVNegativ Ngtv Passive Need EndsLwObject ToolPassive SocRel IAVFinishPositiv Nonadlt IndAdjNegativ Ngtv Passive Pain EMOT WlbPsyc WlbTot AnomieNegativ Ngtv Weak Passive Vice EndsLwHostile SocRelNegativ OvrstStrong Power Econ@ Role HU WltPt WltTotStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotWeak Submit Passive Ovrst SocRel IAV PowOth PowTotSpaceABS DIST Space TimeSpcSpacePositiv Econ@ Quan WltOth WltTotPositiv Strong IncreasPositiv Role HU KnowObject BldgPtQualitySpacePositiv Econ@ Quan WltOth WltTotNegativ Ngtv Weak Active Fail DAVComForm IAVSolve IAVQualityStrong Power Econ@ Role HU WltPt WltTot,NW
135,DE,Econ@ Exch DAV WltTran WltTotPLACE Sky TimeSpcActive Solve IAVPositiv Pstv Strong Ovrst QuanStrong Ovrst Quan SureLwSpace POS TimeSpcQualityPositiv Pstv Strong Virtue EVAL SklOth SklTOTNegativ Hostile Active Exert IAVActive Solve IAV EnlGain EnlTotStrong Power Virtue PowOth PowTotStrong Ovrst Quan SureLwNegativ Ngtv Weak Submit Passive Vice PowCon PowTotStrong QuanAffil COLL HU PowCoop PowTotPositiv Pstv Strong Power Virtue MeansLwPositiv Pstv Virtue Undrst EVAL EndsLwSpace TimeSpcComplet IAVRitualSpace TimeSpcActive Exert Abs@ ABS EndsLwPositiv Nonadlt IndAdjStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotQualityWeak Space DIMStrong Solve IAVHostile ComForm PowCon PowTot FormLwDecreas DAVNegativ Passive NatrPro IAVNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotMeans WltOth WltTotNegativ Ngtv Weak Passive Vice EndsLwPositiv Affil Strong Virtue RelNegativ OvrstWeak Passive Vice Negate SklOth SklTOTPassive Stay IAVPositiv Pstv Arousal EVAL SklOth SklTOTNegativ Ngtv Hostile Strong Vice COM EndsLwPositiv Pstv Strong Space POSSpace TimeSpcSolve IAVNegativ Hostile Active IPadjPLACE Sky TimeSpc,NW
136,CB,Academ Role HU EnlPt EnlTotPassive ExertAcadem Doctrin Abs@ ABS EnlOth EnlTotNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotActive Solve IAVPositiv Pstv Strong Ovrst QuanPositiv Nonadlt IndAdjStrong Power Virtue PowOth PowTotPositiv Pstv Strong Virtue ExprsvQualityBodyPtVary Abs@ ABSHostile Role HU PowPt PowTotActive SpacePLACE Route TimeSpcPLACE Route TimeSpcPositiv Pstv Virtue EndsLwPLACE RegionPassive Virtue RcEnds RcTotPLACE Route TimeSpcStrong Active Rel IAV TrnGainStrong Active Fall IAVStrong ECON CompletMeansNegativ Ngtv Strong Active NatrPro PowOth PowTotPositiv Strong Virtue EVAL Abs@ ABS MeansLwActive SpaceNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Active Complet IAV TrnGainStrong ComForm EnlOth EnlTot FormLwAcadem Role HU EnlPt EnlTotTime@ TimeSpcPositiv Feel Arousal DoctrinStrong Quan TranLwActive Exert DAVEcon@ ECON ComForm COM FormLwNegate SVNegativ Ngtv Hostile Active Virtue PowCon PowTotNegativ Ngtv Passive Need EndsLwPositiv Nonadlt IndAdjIAV RcEthic RcTotStrong Active Exert DAVComplet IAVPLACE Route TimeSpcNegativ Ngtv Weak Submit Passive Vice PowCon PowTotStrong SpaceQuanSelfPositiv Pstv Strong Space POSPLACE Sky TimeSpcPassive SocRel IAVPositiv Affil IPadjNegativ Ngtv Weak Passive Vice EndsLwNegate SVStrong Power Active SocRel IAVPositiv Pstv Affil SocRel IAV AffGain AffTotActive Work DAVActive Exprsv Role HU SklPt SklTOT,NW
137,CB,Active Solve IAVNegativ Ngtv Hostile Active SocRel IAV TrnLossStrong Means EndsLwAffil Active SocRelNegativ Ngtv Hostile Strong BodyPtHostile SocRelWeak Submit Passive Arousal PowOth PowTotSubmit Passive Role HUAffil Active SocRelStrong QualityPLACE Region TimeSpcNegativ Passive NatrPro IAVStrong Active Fall IAVNegativ Ngtv Strong Active NatrPro PowOth PowTotActive SpaceSpaceComplet IAVAffil Active SocRel IAV AffGain AffTotPLACE RegionNegativ Vice Eval@Power Active TravelAcadem Doctrin Abs@ ABS EnlOth EnlTotPositiv Nonadlt IndAdjPassive SocRel IAVPositiv Affil IPadjAffil COLL HU PowCoop PowTotNegativ Hostile VicePositiv Nonadlt IndAdjNegativ Weak FailSpaceNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossEcon@ ECON ComForm COM FormLwABS DIST SpacePassive Fall DAVPositiv Pstv Affil ComForm COM PowCoop PowTot FormLwAffil Active SocRelStrong Active Complet IAV TrnGainLegal Role HU SklPt SklTOTSolve IAVPositiv NatrPro Know IndAdjNegativ Ngtv Vice NegAffPLACE Route TimeSpcNegativ Ngtv Weak Passive Vice EndsLwStrong Ovrst Quan SureLwTravel IAVStrong Active Complet IAV TrnGainStrong ComForm EnlOth EnlTot FormLwNegate SVStrong Power Econ@ COLL HU WltPt WltTotActive Solve IAVMeans SklOth SklTOTNegativ Ngtv Weak Passive Vice OvrstHostile Strong Active Stay IAV PowCon PowTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotHostile Vice Legal RcEthic RcTotStrong Quan DIMRole MALE Nonadlt HU WlbPhys WlbTotSpaceActive SpaceStrong Active Exert IAVPositiv Feel Arousal DoctrinHostile Strong Power Active Milit SocRel IAV PowCon PowTotKnow EnlOth EnlTotFinishPositiv Role HU Know,NW
138,OT,Positiv Role HU KnowActive Solve IAVStrong Ovrst Quan SureLwPositiv Pstv Strong Virtue ExprsvPositiv Strong Virtue EVAL Abs@ ABS MeansLwNatrProBodyPt WlbPhys WlbTotNatrProStrong Active Travel PowPt PowTot TranLwTime@ TimeSpcPassive Fall DAVPositiv Pstv Virtue EVAL RcEnds RcTotStrong ABS DIST SpaceNegativ Hostile Active Exert IAVOvrst Time@ NegAffQualityBodyPtStrong Complet IAV TrnGainPassive SocRel IAVWork IAVObject ToolPositiv Feel Arousal DoctrinPositiv Pstv Strong Virtue MeansLwPassive SocRel IAVWeak Submit Passive Rel DAVPositiv SpaceStrong Ovrst QualityPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong ComForm EnlOth EnlTot FormLwABS DIST SpaceStrong Active Rise IAVStrong Active Complet IAV TranLwStrong Quan DIMOvrst QuanNatrProPositiv Strong VirtuePLACE Sky TimeSpcPassive SocRel IAVABS DIST Space TimeSpcNegativ Ngtv Hostile Active Arousal EMOT WlbPsyc WlbTotFinishStrong Quality TimeSpcPositiv Pstv Affil ArousalObject ToolNegativ Ngtv Passive Need EndsLwActive Solve IAV EnlGain EnlTotIAV RcEthic RcTotSpace TimeSpcRitualSpace TimeSpcTime@ TimeSpcAffil Strong Work PowCoop PowTotWeak Vary IfNegativ Ngtv Role HUComplet IAVPositiv VirtueKnowNegativ Hostile Active Exert IAVPositiv Pstv Active Passive Means EnlOth EnlTotAffil Strong Work PowCoop PowTotOvrst QuanTravel IAVNegate SVStrong Space IAV PosAffPositiv Strong NatrProPositiv Pstv Active ComForm DAV EnlGain EnlTotPositiv VirtueIAV RcEthic RcTotPositiv Nonadlt IndAdjStrong Power Virtue PowOth PowTotStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTot,W
139,OT,Positiv Pstv Strong Virtue OvrstABS DIST Space TimeSpcABS DIST Space TimeSpcHostile Strong Power Active Milit SocRel IAV PowCon PowTotNegativ Hostile Active Exert IAVActive Exert DAVSpaceWeak Active Travel IAVStrong ECON CompletPassive Goal EnlOth EnlTotStrong Power Goal PowCon PowTotPositiv Nonadlt IndAdjABS DIST SpaceAbs@ ABS Time@ TimeSpcActive Solve IAV EnlGain EnlTotQualityStrong Power Active SocRel IAVFinishStrong Ovrst Time@ Intrj SureLwHostile ComForm PowCon PowTot FormLwPassive SocRel IAVStrong Ovrst Quan SureLwPositiv Pstv Affil Active Virtue EVAL MeansLwWeak Space DIMBodyPtBodyPtNegativ Ngtv Hostile Active SocRel PowCon PowTotAffil Strong Work PowCoop PowTotSpaceABS DIST SpacePositiv Nonadlt IndAdjNegativ Ngtv Passive Need EndsLwStrong Power Econ@ COLL HU WltPt WltTotStrong Ovrst Quan SureLwSpace POS TimeSpcQualityStrong Power Virtue PowOth PowTotNegativ Ngtv Hostile Active SocRel PowCon PowTotStrong Means EndsLwPassive Quan TimeSpcRel TrnLossStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotNegativ Ngtv Hostile POLIT Role HU PowCon PowTotPositiv Role HU KnowPositiv Pstv Strong Active Exprsv Begin IAV EndsLwPositiv Pstv Virtue EVALMeansNegate SVQualityStrong Power Econ@ Role HU WltPt WltTotStrong Active Complet IAV TranLwAffil COLL HU PowCoop PowTotStrong Power Active SocRel IAV,NW
140,LB,Affil COLL HU PowCoop PowTotStrong Power Active POLIT Role HU PowPt PowTotStrong Active Exert Abs@ ABS TranLwActive Solve IAVPositiv Strong Complet Know IndAdj SureLwNegativ Ngtv Hostile Strong Active Vice PowCon PowTotPositiv Pstv Strong Means WlbPhys WlbTotHostile Strong EVAL QualityActive Academ Try IAV EnlEnds EnlTotSpace TimeSpcNegativ Ngtv Role HUStrong Quan DIMActive Rise DAV TranLwTravel IAVPassive Arousal EMOTSpace TimeSpcPositiv Feel Arousal DoctrinPositiv Pstv Virtue Undrst IfPassive SocRel IAVObject BldgPtStrong ComForm EnlOth EnlTot FormLwActive Solve IAV EnlGain EnlTotStrong Complet IAV TrnGainPositiv Nonadlt IndAdjNegativ Ngtv Vice RcEthic RcTotActive Solve IAV EnlGain EnlTotPositiv Pstv Affil Active Virtue EVAL MeansLwNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotPositiv Strong Active NatrPro Increas SVAcadem Doctrin EnlOth EnlTotActive Work DAVFinishHostile Role HU PowPt PowTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotNegativ Hostile Active Exert IAVPositiv Nonadlt IndAdjStrong Power Econ@ Role HU WltPt WltTotStrong Active Exert Abs@ ABS TranLwSpace TimeSpcNegativ Ngtv Passive Need EndsLwStrong Active Exert IAVStrong Milit Role HU PowAuPt PowTotPositiv Econ@ Quan WltOth WltTotStrong Active Rise IAVNegativ Ngtv Passive Need EndsLwObject Tool COMWeak Undrst FREQ TimeSpcBodyPtQualityNegativ Ngtv Hostile Strong SocRel IAV TrnLossRitualEcon@ ECON ComForm COM FormLwPositiv Strong VirtueStrong Power Active SocRel IAVEcon@ ECON ComForm COM FormLwPositiv Pstv Affil ArousalNegativ Ngtv Passive Need EndsLwTime@SpaceABS DIST Space TimeSpcRitual,NW
141,WR,PLACE Route TimeSpcNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotKnowCausalNegativ Ngtv Pain NegAffSolve IAVABS DIST Space TimeSpcStrong Active Complet IAV TrnGainEcon@ Means SklOth SklTOTStrong Active Complet IAV TrnGainGoalNegativ Ngtv Strong Active NatrPro PowOth PowTotActive ECON MeansPositiv Strong Virtue Know IndAdjEcon@ ECON ComForm COM FormLwSpaceBodyPtOvrst QuanPositiv Pstv Strong Virtue ExprsvPositiv Pstv Passive VirtueAffil Active SocRel IAV AffGain AffTotPLACE Route TimeSpcQualityNegativ Ngtv Hostile Active SocRel IAV TrnLossActive Exert Abs@ ABS EndsLwComForm COM PowOth PowTot FormLwStrong Active Complet IAV TranLwSpaceSubmit Passive Role HUNegativ Ngtv Passive Need EndsLwActive Solve IAVPositiv Pstv Affil SocRel IAV AffGain AffTotPLACE Route TimeSpcNegativ Ngtv Hostile Active SocRel IAV TrnLossNegativ Eval@ Quality IndAdjComplet IAVSolve IAVOvrst Time@ NegAffAcadem Doctrin EnlOth EnlTotNegate SVNatrProPassive Arousal EMOTPositiv Feel Arousal DoctrinPLACE Sky TimeSpcNegativ Ngtv Passive Need EndsLwIAV RcEthic RcTotStrong Power Goal PowCon PowTotQuanSpaceHostile Strong Power Active ComForm IAV PowCon PowTotStrong Active Complet IAV TrnGainWork IAV TranLwNegativ Ngtv Weak Active Fail DAVSpaceStrong SpaceAffil Active SocRel IAV AffGain AffTot,W
142,G,Passive ExertActive Academ Try IAV EnlEnds EnlTotStrong Milit Role HU PowAuPt PowTotPositiv Eval@ Quality IndAdjPassive SocRel IAVPositiv Pstv Active ComForm DAV EnlGain EnlTotPositiv Virtue OvrstActive Causal TrnGainPositiv Pstv Strong Virtue MeansLwStrong Ovrst QualityStrong Solve IAVABS DIST Space TimeSpcStrong Work DAV PowOth PowTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Ovrst Space DIM SureLwActive Solve IAV EnlGain EnlTotStrong Active Complet IAV TranLwSolve IAVNegativ Hostile Active IPadjRelNegativ VicePositiv Pstv Strong Virtue EndsLwPassive Goal EnlOth EnlTotSpaceABS DIST SpacePositiv Nonadlt IndAdjActive Travel TranLwPositiv Strong VirtuePositiv Pstv Passive VirtueActive Travel TranLwGoal PowOth PowTotPLACE Sky TimeSpcPassive Fall DAVStrong Power Active SocRel IAVQualityNatrProSolve IAVObject ToolPositiv Pstv Affil Strong Active Role HUStrong QualitySpace TimeSpcNegativ Ngtv ViceComForm IAV RspOth RspTotActive Solve IAVPersistStrong QualityPassive Undrst Causal Abs@ ABS IfOurPositiv Pstv Active ComForm DAV EnlGain EnlTotActive Try IAVHostile Strong Power Active Milit SocRel IAV PowCon PowTotPolit@ POLIT Role HU PowPt PowTotNegativ Hostile Active Exert IAVNegativ Ngtv Passive Need EndsLwStrong Milit Role HU PowAuPt PowTotStrong Solve IAVPassive Undrst Causal Abs@ ABS IfStrong Space DIM TimeSpcPositiv Role HU KnowStrong Space DIM TimeSpcStrong Quality,W
143,SAF,Econ@ ECON Rel PowOth PowTotActive Solve IAVStrong Active Travel PowPt PowTot TranLwPositiv Pstv Virtue WlbPhys WlbTotPositiv Nonadlt IndAdjPositiv Pstv Virtue EVAL SklOth SklTOTHostile Role HU PowPt PowTotActive Solve IAV EnlGain EnlTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotStrong Active Means TrnGainStrong Ovrst QualityECON Exprsv RitualPositiv Pstv Strong Power Virtue MeansLwPower ComForm EnlGain EnlTotActive Travel EndsLwEcon@ ECON ComForm COM FormLwEcon@ ECON ComForm COM FormLwStrong Power Virtue PowOth PowTotStrong Power Active WorkSpaceStrong Work IAV TranLwNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossEcon@ ECON ComForm COM FormLwActive Academ Try IAV EnlEnds EnlTotEcon@ Means SklOth SklTOTWeak Undrst FREQ TimeSpcComForm IAVPLACE Route TimeSpcNegativ Fail Time@ IndAdjVary TranLwNegativ Ngtv Weak Active Fail DAVPower ComForm EnlGain EnlTotStrong Ovrst Time@ Intrj SureLwStrong Power Active SocRel IAVSubmit Role HU EnlPt EnlTotStrong SpacePositiv Pstv Affil Active Virtue EVAL MeansLwTime@ TimeSpcNegativ Ngtv Passive Need EndsLwActive Econ@ Role HU EnlPt EnlTotStrong Active Exert DAVSpaceActive Solve IAV EnlGain EnlTotPLACE Route TimeSpcPositiv Econ@ Quan WltOth WltTotRitualAffil Active SocRel IAV AffGain AffTotSpace TimeSpcComForm IAV RspOth RspTotPositiv Pstv Strong Power VirtuePassive SocRel IAVPositiv Affil IPadjPositiv Pstv Strong Active Virtue TrnGainECON Exprsv RitualIAV RcEthic RcTotPositiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTotPower ComForm COM FormLwABS DIST Space TimeSpcRitual,NW
144,DE,Econ@ ECON PLACE Social WlbPhys WlbTotStrong BodyPt PowOth PowTotPositiv Pstv Virtue Undrst EVAL EndsLwActive Exert DAVNegativ Strong Power Active IAVPLACE RegionStrong Active Begin EndsLwQualityPositiv Pstv Affil Active Virtue EVAL MeansLwNegativ Ngtv Hostile Strong Exert DAV TrnLossSpacePositiv VirtueStrong Ovrst Quan SureLwRel TrnLossPositiv Pstv Strong Power Virtue MeansLwStrong Virtue EndsLwPositiv Role HU KnowStrong Ovrst Quan SureLwPositiv Pstv Strong Active Virtue SklOth SklTOTHostile Milit POLIT Object Tool PowCon PowTotActive Solve IAV EnlGain EnlTotNegativ Ngtv Hostile Weak Vice WlbPhys WlbTotIAVEcon@ Means SklOth SklTOTPassive ExertStrong Power Active SocRel IAVQuanBodyPt WlbPhys WlbTotPositiv Nonadlt IndAdjAffil Strong Power Active SocRel IAV WlbGain WlbTotSpaceNegativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Strong Virtue ExprsvNegate SVPositiv VirtueActive Solve IAVKnowStrong Power Active Milit POLIT Role HU PowAuPt PowTotSolve IAVNegativ Hostile Active Exert DAVNegativ Ngtv Weak Passive Vice SklOth SklTOTRitualNegativ Ngtv Role HUWeak Submit Passive Rel DAVActive Fall DAVNegativ Hostile Active Exert IAVComplet IAVPassive SocRel IAVWork IAV,NW
